Code,Brand,Color,Quantity,Size,Category
F570,MILANO FORMALS,ROYAL BLUE,29,34,
E1127,MILANO FORMALS,TRUFFLE,1,10,
E1127,MILANO FORMALS,TRUFFLE,1,12,
E1127,MILANO FORMALS,TRUFFLE,1,14,
F570,MILANO FORMALS,BANANA YELLOW,1,22,
F570,MILANO FORMALS,VICTORIA LILAC,1,34,
F570,MILANO FORMALS,PINK,1,34,
F570,MILANO FORMALS,PINK,1,38,
F570,MILANO FORMALS,CORAL,1,38,
F570,MILANO FORMALS,ROYAL BLUE,1,40,
F570,MILANO FORMALS,ROYAL BLUE,1,8,
E1890,MILANO FORMALS,BLACK,2,8,Embellished
F570,MILANO FORMALS,BANANA YELLOW,2,26,
F570,MILANO FORMALS,ROYAL BLUE,3,34,
E1890,MILANO FORMALS,BLACK,5,6,Embellished
F570,MILANO FORMALS,BANANA YELLOW,7,30,
E2560,MILANO FORMALS,NAVY,1,2,
E2560,MILANO FORMALS,NAVY,1,6,
E2560,MILANO FORMALS,NAVY,2,10,
F570,MILANO FORMALS,PINK,1,22,
F570,MILANO FORMALS,PINK,1,26,
F570,MILANO FORMALS,PINK,1,26,
F1116,MILANO FORMALS,CORAL,1,40,
E2255,MILANO FORMALS,FUCHSIA,2,16,Embellished
F570,MILANO FORMALS,PINK,2,34,
F570,MILANO FORMALS,PINK,2,38,
F570,MILANO FORMALS,PINK,2,40,
E2255,MILANO FORMALS,FUCHSIA,3,8,Embellished
E2255,MILANO FORMALS,FUCHSIA,4,10,Embellished
F570,MILANO FORMALS,PINK,4,22,
E2255,MILANO FORMALS,FUCHSIA,5,12,Embellished
E2255,MILANO FORMALS,FUCHSIA,5,14,Embellished
E2531,MILANO FORMALS,ROYAL BLUE,1,2,Embellished
E2531,MILANO FORMALS,ROYAL BLUE,1,8,Embellished
E2531,MILANO FORMALS,ROYAL BLUE,2,4,Embellished
E2527,MILANO FORMALS,BLACK,3,2,Embellished
E2527,MILANO FORMALS,BLACK,3,4,Embellished
E2531,MILANO FORMALS,ROYAL BLUE,4,6,Embellished
E2253,MILANO FORMALS,RED ,1,4,
E1379,MILANO FORMALS,TRUFFLE,1,6,Bridesmaid
E2253,MILANO FORMALS,RED,1,8,
E1379,MILANO FORMALS,TRUFFLE,1,10,Bridesmaid
E2524,MILANO FORMALS,GREEN,1,10,
E2253,MILANO FORMALS,RED,1,16,
E2253,MILANO FORMALS,RED,1,20,
E2524,MILANO FORMALS,GREEN,2,6,
E2253,MILANO FORMALS,RED,2,10,
E2253,MILANO FORMALS,RED,3,12,
E2253,MILANO FORMALS,RED,4,14,
E1745,MILANO FORMALS,TURQUOISE/GREEN,7,12,
E1379,MILANO FORMALS,TRUFFLE,1,8,Bridesmaid
E1379,MILANO FORMALS,TRUFFLE,7,8,Bridesmaid
E1379,MILANO FORMALS,TRUFFLE,8,10,Bridesmaid
B8808,MILANO FORMALS,IVORY/NAVY,1,14,
F570,MILANO FORMALS,PINK,1,30,
F570,MILANO FORMALS,LILAC,1,34,
B8808,MILANO FORMALS,IVORY/NAVY,2,12,
F570,MILANO FORMALS,PERRI,2,12,
F570,MILANO FORMALS,PINK,2,40,
B8808,MILANO FORMALS,IVORY/NAVY,3,10,
F570,MILANO FORMALS,PINK,3,38,
F570,MILANO FORMALS,LILAC,3,38,
F570,MILANO FORMALS,PERRI,3,8,
B8808,MILANO FORMALS,IVORY/NAVY,4,8,
F570,MILANO FORMALS,PINK,5,34,
F570,MILANO FORMALS,LILAC,5,40,
E2511,MILANO FORMALS,BLUE,1,0,
E2531,MILANO FORMALS,ROYAL BLUE,1,0,Embellished
E2023,MILANO FORMALS,TURQUOISE,1,2,Short
E1379,MILANO FORMALS,PEACOCK,1,10,Bridesmaid
E2526,MILANO FORMALS,GREEN,2,2,Embellished
E1379,MILANO FORMALS,PEACOCK,2,8,Bridesmaid
E1379,MILANO FORMALS,PEACOCK,3,4,Bridesmaid
E1379,MILANO FORMALS,PEACOCK,3,6,Bridesmaid
E1946,MILANO FORMALS,NAVY,1,0,
F570,MILANO FORMALS,FUCHSIA,1,10,
F570,MILANO FORMALS,FUCHSIA,1,40,
F570,MILANO FORMALS,FUCHSIA,4,26,
E1799,MILANO FORMALS,FUCHSIA,6,8,Prom
F570,MILANO FORMALS,FUCHSIA,6,8,
F570,MILANO FORMALS,FUCHSIA,10,38,
F570,MILANO FORMALS,FUCHSIA,18,34,
E2023,MILANO FORMALS,TIFFANY,1,2,Short
E2602,MILANO FORMALS,MINT,1,2,
E1582,MILANO FORMALS,GREEN,1,4,Bridesmaid
E1582,MILANO FORMALS,FUCHSIA,1,4,Bridesmaid
E1799,MILANO FORMALS,GREEN,1,4,Prom
E1582,MILANO FORMALS,TEAL,1,6,Bridesmaid
E2602,MILANO FORMALS,MINT,1,6,
E2526,MILANO FORMALS,GREEN,1,8,Embellished
E1582,MILANO FORMALS,TEAL,5,4,Bridesmaid
E2101,MILANO FORMALS,WINE,1,2,Gala/ pageant
E2101,MILANO FORMALS,WINE,1,4,Gala/ pageant
E2101,MILANO FORMALS,WINE,1,10,Gala/ pageant
E2101,MILANO FORMALS,WINE,1,14,Gala/ pageant
E2560,MILANO FORMALS,NAVY,1,14,
E2101,MILANO FORMALS,WINE,2,8,Gala/ pageant
E2101,MILANO FORMALS,WINE,2,16,Gala/ pageant
B8808,MILANO FORMALS,IVORY/NAVY,2,12,
B8808,MILANO FORMALS,IVORY/NAVY,2,14,
E2101,MILANO FORMALS,WINE,3,12,Gala/ pageant
E2101,MILANO FORMALS,WINE,3,18,Gala/ pageant
B8808,MILANO FORMALS,IVORY/NAVY,3,8,
F570,MILANO FORMALS,BANANA YELLOW,1,22,
F570,MILANO FORMALS,BANANA YELLOW,4,40,
F570,MILANO FORMALS,BANANA YELLOW,13,26,
F570,MILANO FORMALS,BANANA YELLOW,45,30,
E2544,MILANO FORMALS,RED,1,4,Embellished
E2602,MILANO FORMALS,BLACK,1,6,
E1379,MILANO FORMALS,PEACOCK,1,8,Bridesmaid
E1260,MILANO FORMALS,JADE,1,10,Elegant Evening
F570,MILANO FORMALS,PERIWINKLE,1,10,
F570,MILANO FORMALS,NAVY,1,40,
E1379,MILANO FORMALS,TRUFFLE,2,4,Bridesmaid
E1379,MILANO FORMALS,TRUFFLE,2,8,Bridesmaid
E2602,MILANO FORMALS,BLACK,3,4,
E1379,MILANO FORMALS,PEACOCK,3,10,Bridesmaid
E2602,MILANO FORMALS,BLACK,4,8,
E1605,MILANO FORMALS,PURPLE,1,4,
E2225,MILANO FORMALS,BLACK/GREEN,1,4,
E2225,MILANO FORMALS,BLACK/GREEN,1,6,
E2225,MILANO FORMALS,BLACK/GREEN,1,8,
F570,MILANO FORMALS,NAVY,1,18,
F570,MILANO FORMALS,BANANA YELLOW,1,26,
F570,MILANO FORMALS,NAVY,1,38,
F570,MILANO FORMALS,BANANA YELLOW,1,38,
E1421,MILANO FORMALS,CORAL,2,6,Bridesmaid
E1531,MILANO FORMALS,CORAL,2,6,Bridesmaid
E1605,MILANO FORMALS,PURPLE,3,2,
F570,MILANO FORMALS,NAVY,3,30,
F570,MILANO FORMALS,BANANA YELLOW,4,22,
E1420,MILANO FORMALS,PURPLE,1,4,Bridesmaid
E1420,MILANO FORMALS,PURPLE,1,8,Bridesmaid
E1420,MILANO FORMALS,PURPLE,1,10,Bridesmaid
E1420,MILANO FORMALS,PURPLE,1,12,Bridesmaid
F1116,MILANO FORMALS,BANANA,2,34,
BD2006/741,MILANO FORMALS,PURPLE,3,12,
F1116,MILANO FORMALS,BANANA,3,38,
BD2006/741,MILANO FORMALS,PURPLE,3,8,
F1116,MILANO FORMALS,BANANA (FLOWER),6,34,
F1116,MILANO FORMALS,BANANA,7,40,
E1730,MILANO FORMALS,CHARCOAL,2,12,Bridesmaid
E1730,MILANO FORMALS,CHARCOAL,3,20,Bridesmaid
E1730,MILANO FORMALS,CHARCOAL,4,6,Bridesmaid
E1730,MILANO FORMALS,CHARCOAL,5,8,Bridesmaid
B8998,MILANO FORMALS,LIGHT GREEN,8,8,Elegant Evening
F570,MILANO FORMALS,PEACH,3,10,
F570,MILANO FORMALS,PEACH,3,8,
F570,MILANO FORMALS,PEACH,7,34,
F570,MILANO FORMALS,PEACH,10,30,
F570,MILANO FORMALS,PEACH,10,40,
F570,MILANO FORMALS,PEACH,14,38,
E2560,MILANO FORMALS,NAVY,2,6,
E2560,MILANO FORMALS,NAVY,3,14,
F1116,MILANO FORMALS,CORAL,3,40,
E2532,MILANO FORMALS,PRINT,4,2,Embellished
E2560,MILANO FORMALS,NAVY,4,10,
F1116,MILANO FORMALS,BURGUNDY,7,8,
F1116,MILANO FORMALS,LAVENDER,18,34,
E2560,MILANO FORMALS,NAVY,1,2,
E2101,MILANO FORMALS,WINE,1,14,Gala/ pageant
F570,MILANO FORMALS,NAVY,1,10,
B8808,MILANO FORMALS,IVORY/NAVY,1,8,
E2225,MILANO FORMALS,BLACK/GREEN,2,6,
E1657,MILANO FORMALS,BLACK,3,8,Elegant Evening
F570,MILANO FORMALS,PERRI,1,18,
F570,MILANO FORMALS,PERRI,1,22,
F570,MILANO FORMALS,PERRI,2,14,
F570,MILANO FORMALS,PERRI,3,10,
F570,MILANO FORMALS,PERRI,5,12,
F570,MILANO FORMALS,PERRI,6,26,
F570,MILANO FORMALS,PERRI,14,8,
F570,MILANO FORMALS,PERRI,23,30,
AA9308,ANDY ANAND COUTURE,WHITE,1,6,
AA9308,ANDY ANAND COUTURE,WHITE,1,10,
AA9307,ANDY ANAND COUTURE,WHITE,1,12,
E1696,MILANO FORMALS,BLACK,1,6,Bridesmaid
E1799,MILANO FORMALS,TEAL,1,10,Prom
E1799,MILANO FORMALS,TEAL,1,16,Prom
E1799,MILANO FORMALS,TEAL,2,4,Prom
E1013,MILANO FORMALS,SUNSHINE,2,22,Elegant Evening
E1013,MILANO FORMALS,SUNSHINE,3,14,Elegant Evening
E1696,MILANO FORMALS,BLACK,4,4,Bridesmaid
F570,MILANO FORMALS,FUCHSIA,9,40,
F570,MILANO FORMALS,FUCHSIA,10,34,
F570,MILANO FORMALS,FUCHSIA,14,30,
F570,MILANO FORMALS,FUCHSIA,19,38,
E1520,MILANO FORMALS,SANGRIA,1,14,Short
E1520,MILANO FORMALS,SANGRIA,1,24,Short
E1270,MILANO FORMALS,FUCHSIA,5,8,Bridesmaid
E1745,MILANO FORMALS,TURQUOISE/GREEN,5,10,
E1270,MILANO FORMALS,FUCHSIA,6,6,Bridesmaid
E1520,MILANO FORMALS,SANGRIA,6,22,Short
F1116,MILANO FORMALS,CORAL,2,30,
F1116,MILANO FORMALS,BANANA,2,30,
F1116,MILANO FORMALS,BANANA,4,34,
F1116,MILANO FORMALS,CORAL,6,34,
F1116,MILANO FORMALS,CORAL,8,40,
F1116,MILANO FORMALS,CORAL,10,38,
F570,MILANO FORMALS,PINK,3,22,
F570,MILANO FORMALS,PINK,3,30,
F570,MILANO FORMALS,PINK,3,38,
F570,MILANO FORMALS,PINK,3,40,
F570,MILANO FORMALS,PINK,4,34,
F570,MILANO FORMALS,PINK,5,38,
F570,MILANO FORMALS,PINK,5,40,
F570,MILANO FORMALS,PINK,7,34,
F570,MILANO FORMALS,PINK,19,30,
AA9308,ANDY ANAND COUTURE,IVORY,1,4,
AA9315,ANDY ANAND COUTURE,WHITE,1,4,
AA9306,ANDY ANAND COUTURE,CHAMPAGNE/IVORY,1,6,
AA9309,ANDY ANAND COUTURE,WHITE,1,12,
AA9308,ANDY ANAND COUTURE,IVORY,1,4,
AA9313,ANDY ANAND COUTURE,IVORY,1,4,
AA9315,ANDY ANAND COUTURE,WHITE,1,6,
AA9307,ANDY ANAND COUTURE,WHITE,1,12,
F570,MILANO FORMALS,SKY BLUE,3,26,
F570,MILANO FORMALS,SKY BLUE,15,34,
F570,MILANO FORMALS,SKY BLUE,41,30,
E1730,MILANO FORMALS,BURNT ORANGE,1,6,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,1,12,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,1,24,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,3,10,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,3,20,Bridesmaid
B8998,MILANO FORMALS,WHITE,1,2,Elegant Evening
E1421,MILANO FORMALS,GREY,1,2,Bridesmaid
E1799,MILANO FORMALS,GREY,1,2,Prom
E1421,MILANO FORMALS,SILVER,1,8,Bridesmaid
E1421,MILANO FORMALS,GREY,1,10,Bridesmaid
E1421,MILANO FORMALS,GREY,1,10,Bridesmaid
E1421,MILANO FORMALS,SILVER,1,14,Bridesmaid
B8486,MILANO FORMALS,BLACK,1,16,
E2100,MILANO FORMALS,MIDNIGHT,1,16,Elegant Evening
E1285,MILANO FORMALS,LILAC,1,18,Bridesmaid
E1168,MILANO FORMALS,LILAC,1,20,Bridesmaid
E1421,MILANO FORMALS,SILVER,1,22,Bridesmaid
E1421,MILANO FORMALS,GREY,1,24,Bridesmaid
E1421,MILANO FORMALS,GREY,1,24,Bridesmaid
F570,MILANO FORMALS,SILVER,2,2,
E2031,MILANO FORMALS,BLACK,2,16,Elegant Evening
F1116,MILANO FORMALS,IVORY,3,4,
4386,MILANO FORMALS,BLACK,3,16,
F1116,MILANO FORMALS,SILVER,4,2,
F1116,MILANO FORMALS,IVORY,4,2,
E2253,MILANO FORMALS,PRINT,1,0,
E1581,MILANO FORMALS,RED,1,2,Embellished
F570,MILANO FORMALS,BLACK,1,2,
E1264,MILANO FORMALS,BLACK,1,4,Bridesmaid
E1890,MILANO FORMALS,BLACK,1,4,Embellished
E2543,MILANO FORMALS,BLACK,1,4,Embellished
E2253,MILANO FORMALS,RED,1,16,
F1116,MILANO FORMALS,LILAC,1,22,
F570,MILANO FORMALS,ROYAL BLUE,1,34,
F1116,MILANO FORMALS,BANANA,1,38,
F1116,MILANO FORMALS,BANANA,1,40,
B8808,MILANO FORMALS,IVORY/NAVY,1,8,
E1260,MILANO FORMALS,TRUFFLE,1,8,Elegant Evening
E1581,MILANO FORMALS,RED,4,4,Embellished
E1908,MILANO FORMALS,SKY BLUE,1,2,
E1264,MILANO FORMALS,BLACK,1,24,Bridesmaid
E1264,MILANO FORMALS,BLACK,1,34,Bridesmaid
E1264,MILANO FORMALS,BLACK,1,38,Bridesmaid
E1908,MILANO FORMALS,SKY BLUE,2,14,
E1795,MILANO FORMALS,NAVY,4,4,
E1908,MILANO FORMALS,SKY BLUE,4,6,
E1502,MILANO FORMALS,NAVY,4,10,Bridesmaid
E1502,MILANO FORMALS,NAVY,5,4,Bridesmaid
E1893,MILANO FORMALS,BLACK,5,10,
E1663,MILANO FORMALS,FUCHSIA,1,8,Bridesmaid
E1663,MILANO FORMALS,FUCHSIA,1,18,Bridesmaid
E1838,MILANO FORMALS,TEAL,1,28,Bridesmaid
E1463,MILANO FORMALS,TEAL,2,8,
E1463,MILANO FORMALS,TEAL,2,10,
E1463,MILANO FORMALS,TEAL,2,12,
E1663,MILANO FORMALS,FUCHSIA,2,14,Bridesmaid
E1663,MILANO FORMALS,FUCHSIA,2,22,Bridesmaid
E1663,MILANO FORMALS,FUCHSIA,4,10,Bridesmaid
E1838,MILANO FORMALS,TEAL,7,4,Bridesmaid
E1531,MILANO FORMALS,CORAL,1,4,Bridesmaid
E1730,MILANO FORMALS,CHARCOAL,1,8,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,1,30,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,2,0,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,2,4,Bridesmaid
E1730,MILANO FORMALS,BURNT ORANGE,2,22,Bridesmaid
E1730,MILANO FORMALS,CHARCOAL,5,12,Bridesmaid
E2171,MILANO FORMALS,SKY BLUE,1,6,Ball Gown/Quinceanera 
E2171,MILANO FORMALS,SKY BLUE,2,2,Ball Gown/Quinceanera 
F570,MILANO FORMALS,IVORY,1,26,
F570,MILANO FORMALS,SKY BLUE,1,10,
F570,MILANO FORMALS,PERRI,1,14,
F570,MILANO FORMALS,CORAL,1,26,
F570,MILANO FORMALS,CORAL,1,30,
F570,MILANO FORMALS,CORAL,1,40,
F570,MILANO FORMALS,SKY BLUE,2,26,
F570,MILANO FORMALS,LILAC,2,38,
F570,MILANO FORMALS,PERRI,3,10,
F570,MILANO FORMALS,LILAC,3,34,
F570,MILANO FORMALS,IVORY,3,34,
F570,MILANO FORMALS,CORAL,3,34,
F570,MILANO FORMALS,CORAL,3,38,
F570,MILANO FORMALS,PERRI,4,8,
F570,MILANO FORMALS,PERRI,5,26,
F570,MILANO FORMALS,PERRI,6,12,
F570,MILANO FORMALS,IVORY,9,30,
F570,MILANO FORMALS,PINK,1,26,
F570,MILANO FORMALS,PINK,4,40,
F570,MILANO FORMALS,PINK,10,38,
F570,MILANO FORMALS,PINK,11,22,
F570,MILANO FORMALS,PINK,12,30,
F570,MILANO FORMALS,PINK,16,34,
E1391,MILANO FORMALS,PURPLE,1,2,
E1672,MILANO FORMALS,SKY BLUE,1,2,
E1981,MILANO FORMALS,BLACK,1,2,2 Piece
E2076,MILANO FORMALS,MIDNIGHT,1,2,Short
E2225,MILANO FORMALS,BLACK,1,2,
E2252,MILANO FORMALS,PURPLE,1,2,Short
E1264,MILANO FORMALS,BLACK,1,4,Bridesmaid
E1672,MILANO FORMALS,SKY BLUE,1,4,
F1116,MILANO FORMALS,SILVER,1,40,
E1347,MILANO FORMALS,BLUE,1,8,Embellished
E2543,MILANO FORMALS,BLACK,2,2,Embellished
E1264,MILANO FORMALS,BLACK,2,4,Bridesmaid
E1421,MILANO FORMALS,GREY,2,16,Bridesmaid
E1421,MILANO FORMALS,GREY,2,24,Bridesmaid
F1116,MILANO FORMALS,SILVER,2,38,
E1421,MILANO FORMALS,GREY,4,12,Bridesmaid
F1116,MILANO FORMALS,SILVER,5,8,
E1946,MILANO FORMALS,NAVY,2,2,
B8808,MILANO FORMALS,IVORY/BLACK,1,8,
B8808,MILANO FORMALS,IVORY,14,8,
F570,MILANO FORMALS,PURPLE,1,0,
E1420,MILANO FORMALS,PURPLE,1,8,Bridesmaid
F570,MILANO FORMALS,PURPLE,2,20,
E1420,MILANO FORMALS,PURPLE,4,2,Bridesmaid
E1420,MILANO FORMALS,PURPLE,4,4,Bridesmaid
E1420,MILANO FORMALS,PURPLE,4,6,Bridesmaid
F570,MILANO FORMALS,PURPLE,6,2,
F570,MILANO FORMALS,PURPLE,22,24,
E1285,MILANO FORMALS,FUCHSIA,2,12,Bridesmaid
E1582,MILANO FORMALS,PURPLE,4,6,Bridesmaid
E1582,MILANO FORMALS,FUCHSIA,8,4,Bridesmaid
AA9315,ANDY ANAND COUTURE,IVORY,1,12,
AA9306,ANDY ANAND COUTURE,IVORY,1,14,
E2182,MILANO FORMALS,NAVY,2,4,Ball Gown/Quinceanera 
AA9313,ANDY ANAND COUTURE,IVORY,2,8,
AA9313,ANDY ANAND COUTURE,IVORY,2,16,
AA9313,ANDY ANAND COUTURE,IVORY,3,6,
B8749,ANDY ANAND,GREEN,2,10,
F1116,MILANO FORMALS,BANANA,2,40,
B8749,ANDY ANAND,GREEN,5,12,
B8749,ANDY ANAND,GREEN,7,18,
B8749,ANDY ANAND,GREEN,12,14,
B8749,ANDY ANAND,GREEN,21,8,
E1260,MILANO FORMALS,JADE,6,10,Elegant Evening
E1421,MILANO FORMALS,ROYAL,7,4,Bridesmaid
F1116,MILANO FORMALS,BURGUNDY,8,8,
E1260,MILANO FORMALS,JADE,12,8,Elegant Evening
B8998,MILANO FORMALS,SANGRIA,1,2,Elegant Evening
E1428,MILANO FORMALS,PURPLE,1,2,Embellished
F1116,MILANO FORMALS,LILAC,1,12,
F1116,MILANO FORMALS,LILAC,1,38,
F1116,MILANO FORMALS,LILAC,2,40,
F570,MILANO FORMALS,LILAC,5,40,
F570,MILANO FORMALS,LILAC,32,34,
E1908,MILANO FORMALS,SKY BLUE,1,2,
E1908,MILANO FORMALS,SKY BLUE,1,8,
E1827,MILANO FORMALS,BLACK,1,10,Elegant Evening
E1799,MILANO FORMALS,TEAL,1,12,Prom
E2252,MILANO FORMALS,PURPLE,1,12,Short
E1908,MILANO FORMALS,SKY BLUE,1,14,
E2252,MILANO FORMALS,PURPLE,1,14,Short
E2107,MILANO FORMALS,LAVENDER,1,16,Gala/ pageant
F570,MILANO FORMALS,NAVY,1,14,
F1116,MILANO FORMALS,LAVENDER,1,38,
E1827,MILANO FORMALS,BLACK,2,6,Elegant Evening
E1908,MILANO FORMALS,SKY BLUE,2,6,
E1260,MILANO FORMALS,TRUFFLE,3,8,Elegant Evening
E1260,MILANO FORMALS,JADE,5,10,Elegant Evening
E1260,MILANO FORMALS,JADE,7,8,Elegant Evening
AA9313,ANDY ANAND COUTURE,IVORY,1,6,
AA9314,ANDY ANAND COUTURE,IVORY,1,8,
AA9314,ANDY ANAND COUTURE,IVORY,2,4,
AA9313,ANDY ANAND COUTURE,IVORY,2,14,
E1463,MILANO FORMALS,CORAL,1,4,
E2171,MILANO FORMALS,LIGHT BLUE,1,14,Ball Gown/Quinceanera 
E1463,MILANO FORMALS,CORAL,2,6,
E1463,MILANO FORMALS,CORAL,3,2,
E2171,MILANO FORMALS,LIGHT BLUE,12,12,Ball Gown/Quinceanera 
E1796,MILANO FORMALS,BLACK,1,4,
E2126,MILANO FORMALS,BLACK,1,4,
E2136,MILANO FORMALS,BLACK,1,4,Elegant Evening
E1582,MILANO FORMALS,TEAL,1,6,Bridesmaid
E2080,MILANO FORMALS,BLACK,1,6,Elegant Evening
E2126,MILANO FORMALS,BLACK,1,6,
F570,MILANO FORMALS,CHAMPAGNE,1,40,
E2080,MILANO FORMALS,BLACK,3,4,Elegant Evening
E1657,MILANO FORMALS,TEAL,3,6,Elegant Evening
E2171,MILANO FORMALS,LIGHT BLUE,4,12,Ball Gown/Quinceanera 
F570,MILANO FORMALS,ROYAL,1,2,
F570,MILANO FORMALS,NAVY,1,5,
F570,MILANO FORMALS,ROYAL,1,6,
F570,MILANO FORMALS,NAVY,1,6,
E1264,MILANO FORMALS,CLARET,1,16,Bridesmaid
F570,MILANO FORMALS,ROYAL,1,22,
F570,MILANO FORMALS,ROYAL,1,26,
E1264,MILANO FORMALS,CLARET,1,32,Bridesmaid
F570,MILANO FORMALS,ROYAL,1,14,
F570,MILANO FORMALS,NAVY,2,2,
F570,MILANO FORMALS,PINK,2,26,
F570,MILANO FORMALS,ROYAL,2,40,
F570,MILANO FORMALS,PINK,3,22,
E1264,MILANO FORMALS,CLARET,3,38,Bridesmaid
F570,MILANO FORMALS,ROYAL,5,34,
F570,MILANO FORMALS,PEACH,1,10,
F570,MILANO FORMALS,PEACH,1,30,
F570,MILANO FORMALS,NAVY,1,40,
F1116,MILANO FORMALS,SILVER,1,8,
F570,MILANO FORMALS,LILAC,17,12,
F570,MILANO FORMALS,LILAC,19,8,
E2590,MILANO FORMALS,ROSE,5,8,Ball Gown/Quinceanera 
E2590,MILANO FORMALS,ROSE,1,8,Ball Gown/Quinceanera 
E2590,MILANO FORMALS,ROSE,1,16,Ball Gown/Quinceanera 
E2590,MILANO FORMALS,ROSE,2,12,Ball Gown/Quinceanera 
E2590,MILANO FORMALS,ROSE,1,2,Ball Gown/Quinceanera 
E2590,MILANO FORMALS,ROSE,1,10,Ball Gown/Quinceanera 
E2601,MILANO FORMALS,EMERALD,1,14,
E2601,MILANO FORMALS,EMERALD,3,4,
E2601,MILANO FORMALS,EMERALD,3,6,
